text,emotion
咖啡续命中,stressed
靠浓茶提神,stressed
站着都能睡着,stressed
身体被掏空,stressed
精力已经耗尽,stressed
脑袋嗡嗡响,stressed
肩膀僵硬酸痛,stressed
眼睛干涩难受,stressed
颈椎不舒服,stressed
胃又开始痛了,stressed
心跳加速胸闷,stressed
呼吸都觉得累,stressed
爸妈期望好高,stressed
怕辜负家人的希望,stressed
不能让父母失望,stressed
成绩排名压力,stressed
升学竞争激烈,stressed
别人都比我强,stressed
追不上别人的脚步,stressed
越努力越焦虑,stressed
内卷太严重了,stressed
被迫参与竞争,stressed
不想卷但不敢停,stressed
为什么这么多事,stressed
什么时候能休息,stressed
这日子什么时候到头,stressed
快撑不住了！,stressed
压力好大！,stressed
快崩溃了！,stressed
受不了了！,stressed
真想罢工！,stressed
想逃离这一切！,stressed
需要放假！,stressed
任务太多了,stressed
我不紧张只是心跳快,anxious
别看我我很慌,anxious
不是我不想说话,anxious
社交恐惧症犯了,anxious
人群中手足无措,anxious
不敢和人对视,anxious
害怕被关注,anxious
担心说错话,anxious
怕成为焦点,anxious
等待结果好煎熬,anxious
未知让我恐惧,anxious
不确定感好难受,anxious
害怕未来会怎样,anxious
担心找不到工作,anxious
怕考不上好学校,anxious
害怕让父母失望,anxious
担心被朋友抛弃,anxious
怕别人不喜欢我,anxious
害怕做错选择,anxious
担心错过机会,anxious
时间紧迫好慌,anxious
截止日期逼近,anxious
还没准备好,anxious
总是预想最坏结果,anxious
灾难化思维停不住,anxious
脑子里全是负面想法,anxious
反复检查确认,anxious
门有没有锁好,anxious
作业有没有交,anxious
刚才说错话了吗,anxious
他们是不是在说我,anxious
我是不是做错了,anxious
过度解读别人的话,anxious
敏感多疑控制不住,anxious
身体僵硬不放松,anxious
肌肉紧绷酸痛,anxious
走来走去缓解焦虑,anxious
深呼吸也没用,anxious
恐慌感袭来,anxious
窒息感好真实,anxious
腹泻肚子痛,anxious
食欲突然消失,anxious
失眠多梦易醒,anxious
睡眠质量差,anxious
焦虑到失眠,anxious
脑子里停不下来,anxious
怎么办怎么办,anxious
万一失败了,anxious
紧张到手抖！,anxious
救命好慌！,anxious
不敢面对！,anxious
心跳好快！,anxious
呼吸困难！,anxious
我不饿也不饱,neutral
不是不想聊,neutral
别问我我也说不清,neutral
今天就这样吧,neutral
刷视频打发时间,neutral
看小说看到困,neutral
追剧追到无聊,neutral
吃饭睡觉打豆豆,neutral
日复一日年复一年,neutral
生活平淡如水,neutral
早上闹钟响了,neutral
刷牙洗脸出门,neutral
按课表上课,neutral
中午吃了盖浇饭,neutral
下午有两节自习,neutral
放学直接回家,neutral
晚上吃了面条,neutral
写了会作业,neutral
十一点上床,neutral
书包里有五本书,neutral
明天记得带伞,neutral
校服该洗了,neutral
笔芯用完了,neutral
笔记本快写满了,neutral
订书机在抽屉里,neutral
教室在三楼,neutral
饮水机没水了,neutral
黑板还没擦,neutral
窗帘拉了一半,neutral
灯管有点闪,neutral
同桌今天请假,neutral
后排同学在睡觉,neutral
班长收作业了,neutral
第一节是数学,neutral
第二节换教室,neutral
第三节做实验,neutral
午休趴在桌上,neutral
下午测八百米,neutral
放学值日扫地,neutral
公交来了三辆,neutral
路上买了奶茶,neutral
到家放下书包,neutral
打开手机看消息,neutral
群里有九十九条,neutral
朋友圈更新了,neutral
热搜又是明星,neutral
视频刷到宠物,neutral
点赞了几个动态,neutral
放下手机写作业,neutral
写完已经九点半,neutral
洗漱准备睡觉,neutral
明天又是周一,neutral
我不难过我很开心,happy
别怀疑我真的快乐,happy
不是装的真高兴,happy
绝绝子今天太棒了,happy
开心到飞起,happy
幸福感爆棚,happy
嘴角上扬停不下来,happy
笑到肚子疼,happy
开心到转圈圈,happy
走路都带风,happy
哼着歌上学,happy
阳光正好心情美妙,happy
微风拂面好舒服,happy
花开得好美,happy
云朵像棉花糖,happy
晚霞颜色绝了,happy
吃到好吃的炸鸡,happy
奶茶甜度刚好,happy
蛋糕入口即化,happy
火锅太香了,happy
烧烤就是快乐,happy
游戏通关了,happy
抽到了喜欢的角色,happy
番剧更新了,happy
小说结局圆满,happy
漫画终于表白,happy
收到礼物了,happy
被夸了害羞,happy
得到认可了,happy
考试及格了,happy
作业提前完成,happy
被点名回答对了,happy
和朋友聊得很开心,happy
聚会玩得好嗨,happy
一起打游戏赢了,happy
遇到了志同道合的人,happy
交到新朋友了,happy
喜欢的人回消息了,happy
暗恋被发现,happy
今天超幸运,happy
眼泪流干了,depressed
连哭的力气都没了,depressed
心里像压了块石头,depressed
好空虚好寂寞,depressed
快乐是什么感觉,depressed
太气人了真的,angry
气到说不出话,angry
凭什么冤枉好人,angry
每天进步一点点,positive
相信自己能行,positive
困难是暂时的,positive
一切都会变好,positive
做最好的自己,positive
加油坚持住,positive
快被压垮了,stressed
时间根本不够,stressed
事情多到做不完,stressed
累到想罢工,stressed
紧张到不行,anxious
手心全是汗,anxious
脑子里乱糟糟,anxious
担心的事情太多,anxious
心跳得好快,anxious
没什么特别的,neutral
今天运气超好,happy
笑到停不下来,happy
幸福感满满,happy
今天诸事顺利,happy
心情美美哒,happy
灵魂被抽空了,depressed
眼泪止不住地流,depressed
浑身无力只想躺着,depressed
气得我想骂人,angry
凭什么这样对我,angry
被气到说不出话,angry
简直欺人太甚,angry
黑暗总会过去,positive
忙到怀疑人生,stressed
连轴转快累死了,stressed
紧张到想吐,anxious
脑子里全是坏的念头,anxious
害怕面对结果,anxious
今天就这样,neutral
平平常常的一天,neutral
今天心情超棒,happy
开心到想跳舞,happy
幸福来得太突然,happy
活着真的好累,crisis
想永远的离开,crisis
看到笑脸表情我也笑了,happy
群里发庆祝表情好热闹,happy
收到爱心表情好开心,happy
今天怎么这么开心,happy
开心到飞起啊！,happy
刷到无表情内容的帖子,neutral
看到普通的日常表情,neutral
看到加油表情更有劲了,positive
收到鼓励的表情包,positive
我能做到对吗,positive
一定要坚持住！,positive
看到满屏消息表情更烦了,stressed
收到催命表情压力山大,stressed
忙到想发崩溃表情！,stressed
看到已读不回表情慌了,anxious
收到微笑表情更紧张了,anxious
发愤怒表情发泄一下,angry
气得我发了一堆炸弹表情,angry
看到快乐的表情更难受了,depressed
别人的太阳表情刺痛我,depressed
最近心情一直很低落，做什么都提不起劲,depressed
今天又是一个人待在房间里，孤独感好强,depressed
已经连续好几天失眠了，翻来覆去睡不着,depressed
不知道为什么最近总是觉得很忧伤,depressed
看着同学们有说有笑，我只有孤独感,depressed
今天又没精神去上课，整个人消沉得不行,depressed
晚上怎么也睡不好，总是半夜就醒了,depressed
没什么特别的事，就是情绪低落提不起兴趣,depressed
最近什么都不想做，对什么都提不起劲,depressed
吃完饭就躺在床上一动不动，完全没动力了,depressed
今天的心情又沉到了谷底，好难过好失落,depressed
已经好几天没跟人说过话了，不想说话不想动,depressed
一个人走回家的路上，心里特别失落好难过,depressed
眼睛又湿了，眼泪总是在不经意间掉下来,depressed
每天晚上都睡不好，白天也没精神不想动,depressed
最近老是一个人发呆，感觉好空虚好落寞,depressed
又是一个人的周末，连出门的力气都没有了，好消沉,depressed
看着窗外发呆，心里有种说不出的忧伤和烦闷,depressed
没什么食欲，吃什么都觉得没意思好失落,depressed
最近总是很想哭，但又不知道为什么好难受,depressed
这次考试又考砸了，觉得自己好没用心里好难过,depressed
努力了那么久成绩还是没进步，好失落好消沉,depressed
看着成绩单上的分数，心里特别难过特别失落,depressed
明明很认真在学了可成绩就是上不去，好沮丧,depressed
好像不管怎么努力都不行，心情很消沉很低落,depressed
这次排名又掉了很多，感觉自己越来越差好难受,depressed
老师叫到名字的时候低着头，心里好难过不想看,depressed
期中考试成绩出来了比上次还差，好失落好难过,depressed
作业做了一整晚还是不会，感觉自己好笨好沮丧,depressed
看着别人轻轻松松拿高分我只有难过的份,depressed
补课也没用成绩越来越差，心里好难受好消沉,depressed
听到别人被表扬的时候我只有躲起来好失落,depressed
觉得自己什么都做不好，心情很低落很沮丧,depressed
明明花了很多时间复习还是考不好好难过,depressed
模拟考的成绩让我特别消沉，心里好低落好难受,depressed
成绩退步了好多感觉自己好没用，心情特别消沉,depressed
每次考试都考不好，对自己越来越失望好难过,depressed
数学又没及格感觉自己真的很笨心情很低落,depressed
努力了很久结果还是一样，真的好沮丧好消沉,depressed
成绩单发下来的时候手都在抖，心里好难过,depressed
朋友约我出去我都没去不想见人心情很低落,depressed
今天班上有活动我也没参加一个人待着好落寞,depressed
同学们聊天我插不上嘴就一个人坐着好孤独好失落,depressed
手机响了也不想看不想跟任何人说话好空虚好孤独,depressed
今天又推掉了朋友的邀约只想一个人待着好落寞,depressed
大家都在讨论去哪里玩我只觉得好孤独好失落,depressed
又是一个人吃午饭感觉好空虚好孤独感,depressed
朋友圈里看到同学聚会只有我没有人约好落寞,depressed
同学发消息我也懒得回不想社交了好孤独好落寞,depressed
体育课自由活动的时候都是一个人站着好失落,depressed
凌晨三点还醒着脑子里想东想西，又失眠了,depressed
又失眠了数羊数到一千还是睡不着好难受,depressed
躺了很久很久就是没法入睡好烦闷好消沉,depressed
天都快亮了才迷迷糊糊睡着白天没精神好累,depressed
最近每天只能睡三四个小时好累心情也好低落,depressed
闭上眼睛脑子就停不下来怎么也睡不好,depressed
半夜总是醒来然后就再也睡不着了好空虚好低落,depressed
听着室友的呼吸声我却在床上翻来覆去好孤独好难受,depressed
又是失眠的一夜天亮了眼睛还是肿的好难过,depressed
连续一周都睡不好了整个人情绪很低落,depressed
同学说我坏话我真的很生气,angry
凭什么让我一个人做值日太不公平了,angry
他明明答应了我的事又反悔真气人,angry
老师冤枉我抄作业我真的很生气,angry
同桌总是越过三八线说了也不听好气人,angry
他们偷偷议论我真的很愤怒,angry
凭什么每次都是我背锅太过分了,angry
他当众让我下不来台我火冒三丈,angry
明明不是我弄坏的非说是我干的真生气,angry
班干部太偏心了凭什么只管我不管别人,angry
朋友背着我偷偷去玩还骗我说是有事真气人,angry
被同学恶意嘲笑我真的很愤怒,angry
他们合起伙来欺负人我忍无可忍了,angry
凭什么让我把座位让给他我拒绝了好几次真恼火,angry
他说的话太伤人了让我好生气好恼火,angry
我没有抄作业老师凭什么不信我真生气,angry
我不是故意的他们为什么非要怪我真气人,angry
我只是好心帮忙结果反而被嫌弃了好生气,angry
说了实话反而被怪罪真是气死我了,angry
我不是那个意思他们干嘛这么误会我好恼火,angry
解释了半天也没人听真的太气人了,angry
被冤枉的感觉太难受了心里好愤怒好生气,angry
我做错了什么要被这样对待太不公平了好气,angry
明明是他们的错凭什么怪到我头上真生气,angry
不是我传的闲话凭什么让我道歉真恼火,angry
评优名额明明该我的被顶替了好生气,angry
凭什么他迟到没事我迟到就挨骂真不公平,angry
运动会接力赛我跑得最好却不让我上场的真气,angry
辛苦做的项目被别人拿去邀功气死我了,angry
为什么别人犯错就没事我就要被罚好生气,angry
名额给了关系户完全不公平我真愤怒,angry
老师在班里偏心某些同学真让人火大,angry
我被安排了最多的值日任务凭什么真恼火,angry
凭什么我发言总是被打断别人就可以好生气,angry
明明我是对的却没人站出来帮我说话好气人,angry
妈妈又不听我解释就吼我真的好烦好生气,angry
爸爸说话太难听了我们大吵了一架我很愤怒,angry
老师当着全班的面批评我让我很生气,angry
回家就被骂说什么都不对真气人,angry
爸妈根本不理解我只会一味地说教好生气,angry
跟妈妈吵完架把自己关在房间里气得发抖,angry
爸妈答应的事又食言了真的很愤怒很生气,angry
跟爸妈说了我的想法他们完全不当回事好生气,angry
今天又被老师说了一顿明明不是我干的真生气,angry
跟妈妈大吵一架了我气得不想说话了,angry
排队排了半小时被插队我直接就吵起来了,angry
手机又被没收了真的很生气好恼火,angry
说好周末出去结果又泡汤了好生气,angry
忍了很久了今天终于发火了,angry
又被误会了真是气急了太烦了,angry
今天上午上了语文课和数学课,neutral
中午在食堂吃的红烧肉盖饭,neutral
下午放学后要去图书馆借书,neutral
今天的作业是数学练习册第五页,neutral
明天有英语听写要准备一下,neutral
下午两节课后是体育课,neutral
今天老师讲了二次函数,neutral
中午吃了面条和鸡蛋,neutral
放学后先回家再写作业,neutral
这周五要交一篇作文,neutral
今天课上讲了新的语法点,neutral
下午最后一节是自习课,neutral
今天作业不多大概半小时能写完,neutral
明天要带美术用品去学校,neutral
这周轮到我做值日,neutral
课间十分钟在走廊上转了转,neutral
今天发了新的课本,neutral
午休的时候在教室趴了一会,neutral
下午的自习课上写完了作业,neutral
明天有一场班级篮球赛,neutral
今天天气不错出了太阳,neutral
早上六点半起床的,neutral
放学路上经过了一家新开的便利店,neutral
晚上九点就准备睡了,neutral
今天穿了校服去上学,neutral
周末要去一趟文具店,neutral
今天坐公交车去的学校,neutral
晚饭吃了米饭和青菜,neutral
下午跟同学去操场走了两圈,neutral
回家路上买了瓶水,neutral
今天按时交了作业,neutral
课间去了趟小卖部,neutral
书包有点重换了个轻一点的,neutral
最近在用新买的笔袋,neutral
今天食堂的人不多,neutral
放学后等了一会儿公交,neutral
明天要穿正装参加升旗,neutral
课间操的时候在操场上站队了,neutral
今天中午没回宿舍在教室待着,neutral
放学后先去了趟超市,neutral
这次没考好没关系我会继续努力的,positive
虽然现在有点难但相信我可以克服的,positive
慢慢来吧一步一步总会进步的,positive
这次失败不算什么我要争取下次做好,positive
不管多难我都要坚持到底不放弃,positive
遇到困难正是成长的机会我要尝试面对,positive
虽然起步比别人晚但我相信努力能弥补,positive
现在的困难只是暂时的我要调整好心态,positive
每天都在进步一点点积累起来就是大进步,positive
这次做错了没关系下次吸取教训再尝试,positive
即使成绩不理想我也要继续奋斗下去,positive
暂时落后不代表永远落后我有信心赶上来,positive
我要把弱点变成动力拼一把不认输,positive
从今天开始做出改变一步一步来,positive
方法不对就换一种总会找到适合自己的方法继续努力,positive
这次虽然失败了但我学到了很多经验继续努力,positive
不怕慢就怕站坚持就是胜利,positive
虽然很难但我要迎难而上不退缩,positive
给自己加油一定可以渡过这个难关,positive
我相信只要坚持就会看到效果,positive
你已经比昨天好了继续保持努力,positive
今天也比昨天更进步了一点加油,positive
虽然还不完美但我在慢慢变好,positive
不要气馁你已经做得很好了继续努力,positive
今天的我已经比上个月的我进步了很多,positive
把眼光放长远一点困难不算什么坚持住,positive
困难只是暂时的我的努力不会白费的,positive
我一定行的以前也克服过比这更难的,positive
尽自己最大的努力就够了不后悔继续加油,positive
一天做好一件事积累下来就很厉害了,positive
别人能做到的我也可以做到相信自己,positive
给自己一个机会先尝试再说,positive
即使进度慢一点总比不开始强坚持做,positive
新环境刚开始不适应慢慢来总会适应的,positive
换了个学习方法正在努力调整中,positive
虽然进度慢了一点但方向是对的坚持走,positive
正在慢慢适应新的学习节奏,positive
一点一点来我相信自己能适应的,positive
刚开始确实不太习惯现在慢慢在适应了,positive
新的课程有点难但我已经在慢慢跟上了加油,positive
今天考试考了全班第三名太开心了,happy
期末成绩出来了比预想的好太多了太高兴了,happy
数学终于及格了好开心啊,happy
今天的小测验拿了满分太好了,happy
英语听写全对老师还表扬了我好开心,happy
被选上参加竞赛了好兴奋啊,happy
这次月考进步了好多名超开心,happy
作文被老师当范文读了太高兴了,happy
这次物理居然考了九十分太惊喜了,happy
竞赛初赛过了好开心好开心,happy
排名终于进了前十好满足啊,happy
期中考的成绩让全家都很高兴,happy
终于把那个难题解出来了好有成就感太开心了,happy
今天的口语考试发挥得特别好太开心了,happy
老师夸我进步很大心里美滋滋的,happy
爸妈今天表扬了我好高兴啊,happy
班主任说我是班里进步最大的太开心了,happy
被同学说学习方法好棒好开心,happy
妈妈说很为我骄傲太满足了,happy
今天被评上了优秀学生超开心,happy
学长夸我做得好心好好开心,happy
拿到了三好学生的奖状太开心了,happy
今天跟好朋友一起去逛了街好开心,happy
周末和朋友打了半天篮球超爽的,happy
生日聚会好热闹啊好开心,happy
跟同学一起玩桌游笑得肚子疼好开心,happy
今天和朋友们去了游乐园太好玩了,happy
小组讨论的时候大家配合得很好好开心,happy
终于约到朋友一起打球了太高兴了,happy
周末和好朋友一起去爬山了好快乐,happy
终于等到期待已久的电影上映了好开心,happy
买到了喜欢很久的书好开心,happy
今天吃到了超好吃的蛋糕满足感满满,happy
今天收到了远方朋友寄来的礼物好惊喜,happy
养的花终于开了好开心啊,happy
明天要交三篇作文还只写了一篇来不及了,stressed
这周有五个考试要准备复习不完,stressed
作业堆了一座山根本写不完,stressed
这周作业太多了根本来不及写,stressed
期末考科目太多了根本复习不过来,stressed
今天又是赶作业到半夜累得不行,stressed
一堆作业堆在一起忙不过来了,stressed
考试一门接一门根本来不及准备,stressed
每天的任务太多了忙得头都晕了,stressed
这学期的课太多了根本来不及消化,stressed
六月份要考四门课复习时间不够,stressed
作业做了一整天还没做完好累,stressed
本周的课题作业量太大做不完,stressed
今天从早到晚都在赶进度累得不行,stressed
三科要同时复习根本忙不过来,stressed
老师布置的作业太多了做不完,stressed
一周之内要交三份报告来不及写,stressed
今天又是赶了一整天的作业太累了,stressed
离考试只剩三天了还有好多没背来不及了,stressed
作业截止时间快到了来不及完成,stressed
社团活动和作业撞在一起了时间不够,stressed
项目下周要交但进度还差好多来不及,stressed
今天的时间完全不够用好多事要做,stressed
周末两天要完成一周的作业量来不及了,stressed
明天要交的东西今天才开始写好赶,stressed
月底要交的报告一点都没动赶不及了,stressed
社团开会占了整个下午作业来不及写,stressed
补课和复习时间冲突了来不及安排,stressed
今天又有新的任务加进来忙不过来,stressed
今天又是加班写作业的一天太累了,stressed
考前复习清单上还有一大半没写完来不及了,stressed
周末两天都在赶作业累得不行,stressed
各科都有背诵任务背不完,stressed
这个月的任务量是上个月的两倍太多了,stressed
积压的作业太多了写不完啊,stressed
赶了一周的作业还是赶不完压力好大,stressed
每天都有新的任务加进来根本做不完,stressed
今天又是通宵赶作业的一天好累,stressed
四个小组作业同时推进根本忙不过来,stressed
一堆实验报告要写根本来不及,stressed
明天就考试了我好紧张啊,anxious
下周的成绩就要出来了心里好担心,anxious
马上要发卷子了手心都在出汗好紧张,anxious
考试的时候心跳特别快感觉要跳出来了,anxious
明天要上台做演讲紧张得发抖,anxious
等成绩的那几天我担心得睡不着,anxious
快要轮到我上台了紧张得心跳加速,anxious
考场里安静得可怕我紧张得手都抖了,anxious
每次考试前我都会紧张到出汗,anxious
下节课要点名回答问题好害怕叫到我,anxious
明天的面试让我好紧张担心表现不好,anxious
考试倒计时了心里越来越慌好紧张,anxious
这次考试特别重要我好紧张好害怕,anxious
临到考前才发现有知识点没复习好慌,anxious
大考之前一晚紧张得翻来覆去睡不着,anxious
成绩还没出来每天都在担心,anxious
等录取通知的那段日子特别焦虑,anxious
竞赛结果还没公布好不安好紧张,anxious
老师说下周公布排名我这几天都提心吊胆,anxious
提交了申请之后一直在担心能不能过,anxious
不知道面试结果怎么样好忐忑好不安,anxious
成绩马上要发了心里好慌好紧张,anxious
报名结果还没出来每天都在焦虑不安,anxious
课堂上老师提问我好怕答错好紧张,anxious
在同学面前发言怕说错话被笑好不安,anxious
新来的环境里做什么都小心翼翼的特别紧张,anxious
做实验的时候特别怕弄坏仪器好紧张,anxious
怕自己表现不好让大家失望好焦虑,anxious
上台说话总是担心自己会忘词好紧张,anxious
第一次做这个项目好怕出错好不安,anxious
每次交作业之前都反复检查好几遍好紧张,anxious
参加比赛好怕表现不好丢脸好害怕,anxious
回答问题的时候声音都在发抖好紧张,anxious
担心自己考砸了会让爸妈失望好害怕,anxious
上台表演前紧张得手心都湿了好害怕,anxious
